sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid
Meprednisone__K562__10nM__24h,Meprednisone,Meprednisone,K562,10.0,24.0,243,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__K562__100nM__24h,Meprednisone,Meprednisone,K562,100.0,24.0,284,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__K562__1000nM__24h,Meprednisone,Meprednisone,K562,1000.0,24.0,272,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__K562__10000nM__24h,Meprednisone,Meprednisone,K562,10000.0,24.0,314,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__MCF7__10nM__24h,Meprednisone,Meprednisone,MCF7,10.0,24.0,450,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__MCF7__100nM__24h,Meprednisone,Meprednisone,MCF7,100.0,24.0,455,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__MCF7__1000nM__24h,Meprednisone,Meprednisone,MCF7,1000.0,24.0,337,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Meprednisone__MCF7__10000nM__24h,Meprednisone,Meprednisone,MCF7,10000.0,24.0,509,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,5284587
Mercaptopurine (6-MP)__A549__10nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),A549,10.0,24.0,260,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__A549__100nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),A549,100.0,24.0,319,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__A549__1000nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),A549,1000.0,24.0,270,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__A549__10000nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),A549,10000.0,24.0,159,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__K562__10nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),K562,10.0,24.0,253,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__K562__100nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),K562,100.0,24.0,275,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__K562__1000nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),K562,1000.0,24.0,203,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__K562__10000nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),K562,10000.0,24.0,179,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__MCF7__10nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),MCF7,10.0,24.0,387,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__MCF7__100nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),MCF7,100.0,24.0,603,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__MCF7__1000nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),MCF7,1000.0,24.0,359,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mercaptopurine (6-MP)__MCF7__10000nM__24h,Mercaptopurine (6-MP),Mercaptopurine (6-MP),MCF7,10000.0,24.0,181,C1=NC2=C(N1)C(=S)N=CN2,S=c1nc[nH]c2nc[nH]c12,667490
Mesna __A549__10nM__24h,Mesna ,Mesna ,A549,10.0,24.0,235,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __A549__100nM__24h,Mesna ,Mesna ,A549,100.0,24.0,224,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __A549__1000nM__24h,Mesna ,Mesna ,A549,1000.0,24.0,180,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __A549__10000nM__24h,Mesna ,Mesna ,A549,10000.0,24.0,244,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __K562__10nM__24h,Mesna ,Mesna ,K562,10.0,24.0,248,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __K562__100nM__24h,Mesna ,Mesna ,K562,100.0,24.0,282,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __K562__1000nM__24h,Mesna ,Mesna ,K562,1000.0,24.0,285,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __K562__10000nM__24h,Mesna ,Mesna ,K562,10000.0,24.0,287,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __MCF7__10nM__24h,Mesna ,Mesna ,MCF7,10.0,24.0,479,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __MCF7__100nM__24h,Mesna ,Mesna ,MCF7,100.0,24.0,832,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __MCF7__1000nM__24h,Mesna ,Mesna ,MCF7,1000.0,24.0,318,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mesna __MCF7__10000nM__24h,Mesna ,Mesna ,MCF7,10000.0,24.0,425,C(CS(=O)(=O)[O-])S.[Na+],,23662354
Mocetinostat (MGCD0103)__A549__10nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),A549,10.0,24.0,140,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__A549__100nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),A549,100.0,24.0,204,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__A549__1000nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),A549,1000.0,24.0,209,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__A549__10000nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),A549,10000.0,24.0,146,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__K562__10nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),K562,10.0,24.0,208,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__K562__100nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),K562,100.0,24.0,211,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__K562__1000nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),K562,1000.0,24.0,195,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__MCF7__10nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),MCF7,10.0,24.0,379,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__MCF7__100nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),MCF7,100.0,24.0,456,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__MCF7__1000nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),MCF7,1000.0,24.0,451,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Mocetinostat (MGCD0103)__MCF7__10000nM__24h,Mocetinostat (MGCD0103),Mocetinostat (MGCD0103),MCF7,10000.0,24.0,272,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,9865515
Momelotinib (CYT387)__A549__10nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),A549,10.0,24.0,268,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__A549__100nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),A549,100.0,24.0,257,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__A549__1000nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),A549,1000.0,24.0,274,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__A549__10000nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),A549,10000.0,24.0,151,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__K562__10nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),K562,10.0,24.0,246,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__K562__100nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),K562,100.0,24.0,235,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__K562__1000nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),K562,1000.0,24.0,246,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__K562__10000nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),K562,10000.0,24.0,184,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__MCF7__10nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),MCF7,10.0,24.0,588,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__MCF7__100nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),MCF7,100.0,24.0,579,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__MCF7__1000nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),MCF7,1000.0,24.0,493,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Momelotinib (CYT387)__MCF7__10000nM__24h,Momelotinib (CYT387),Momelotinib (CYT387),MCF7,10000.0,24.0,287,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,25062766
Motesanib Diphosphate (AMG-706)__A549__10nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),A549,10.0,24.0,229,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__A549__100nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),A549,100.0,24.0,253,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__A549__1000nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),A549,1000.0,24.0,230,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__A549__10000nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),A549,10000.0,24.0,264,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__K562__10nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),K562,10.0,24.0,224,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__K562__100nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),K562,100.0,24.0,309,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__K562__1000nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),K562,1000.0,24.0,267,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__K562__10000nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),K562,10000.0,24.0,242,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__MCF7__10nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),MCF7,10.0,24.0,440,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__MCF7__100nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),MCF7,100.0,24.0,405,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__MCF7__1000nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),MCF7,1000.0,24.0,436,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
Motesanib Diphosphate (AMG-706)__MCF7__10000nM__24h,Motesanib Diphosphate (AMG-706),Motesanib Diphosphate (AMG-706),MCF7,10000.0,24.0,427,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1,16097729
NVP-BSK805 2HCl__A549__10nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,A549,10.0,24.0,222,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__A549__100nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,A549,100.0,24.0,261,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__A549__1000nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,A549,1000.0,24.0,246,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__A549__10000nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,A549,10000.0,24.0,228,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__K562__10nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,K562,10.0,24.0,254,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__K562__100nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,K562,100.0,24.0,256,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__K562__1000nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,K562,1000.0,24.0,220,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__K562__10000nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,K562,10000.0,24.0,165,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__MCF7__10nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,MCF7,10.0,24.0,602,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__MCF7__100nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,MCF7,100.0,24.0,548,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__MCF7__1000nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,MCF7,1000.0,24.0,495,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
NVP-BSK805 2HCl__MCF7__10000nM__24h,NVP-BSK805 2HCl,NVP-BSK805 2HCl,MCF7,10000.0,24.0,532,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F.Cl.Cl,c1cc(-c2ccc(CN3CCOCC3)cc2)c2nc(-c3cnn(C4CCNCC4)c3)cnc2c1,57339395
Navitoclax (ABT-263)__A549__10nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),A549,10.0,24.0,195,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__A549__100nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),A549,100.0,24.0,257,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__A549__1000nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),A549,1000.0,24.0,289,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__A549__10000nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),A549,10000.0,24.0,140,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
